post_id,username,platform,content_type,caption,hashtags,time_of_post,day_of_week,location,followers_count,following_count,likes,comments,shares,saves,video_views,is_sponsored,ad_spend,engagement_rate,popularity_score
Pyauy4ueGy,EnqILa,Twitter,Image,SonOonQso0xrhlAhtPodH3NLtEcNg5PuWfi6xRDOqkPa9eeYwmnUl6mOkzKVdts11hB3hllBtctIF1xla4n8yDSZ,#dukzsey #cowlgfmd #rbo #isbdutzlap #abvwcv,17:00,Friday,Tokyo,,,19401.0,7471.0,2560.0,562.0,96566.0,0.0,329.65,0.7479,97.0
Q5zEQbRdFj,89ZUyW,Instagram,Poll,C5BCnfcaFYsco18qVhqq76xXDrixaAZ4nMlkytrdvNDxuSPW4MSijU97fV93NotYw0gNIknprkb,#utiv,21:12,Thursday,Mumbai,365526.0,1183.0,10719.0,7460.0,1835.0,1277.0,76643.0,1.0,620.76,0.8296,28.0
d1yMp6tfLA,QMNwb1,TikTok,Video,RJWwcNOguXPcAKp6wMHq7ECbHSe,#xolyhaw #yknbe #bkngat #qnijifn #eoxrgurdz,17:01,Tuesday,London,615472.0,2527.0,8359.0,4725.0,,1265.0,864084.0,1.0,303.82,0.7111,9.0
NCrJcXKZPL,aFMl21,Instagram,Image,COR8ORArI4VUpFHFW7lsB5sebd8aPcR7Gl2vvVYSWEDnrzdrMhdjvefc4v,#utz,02:43,,Mumbai,426624.0,4589.0,7702.0,8918.0,974.0,1123.0,840405.0,1.0,30.21,0.1544,2.0
ZS86w66wXh,1sxAGG,LinkedIn,Text,nX6dwNH1yfdhDy62Iq3F9ycnBIQxHq6qP4alrpTXtH3tTywcSIP1HkoeumUgbtTTmzyoHQCBLQn,#joyqsxprsi #cdufdxcjkt #hiupeugaqb #knm,09:35,Wednesday,Mumbai,63717.0,565.0,32309.0,9940.0,3079.0,1096.0,273805.0,1.0,17.29,0.898,42.0
365fljo7RN,,Instagram,Poll,ge0tJs2SYOCYhHgxTQxw9NBQBd3J5fN9IwEGec6NAHHy27mnYQaMEIHWpTPUM0rakYJEdwBpPeDgpsagaJOrv,#djssrk,,Tuesday,Paris,,1984.0,4798.0,7418.0,2175.0,,548538.0,1.0,366.85,0.1245,21.0
9De3tfp6G0,K3wJdl,Facebook,Text,Bj25Tyc5gSY8rv8uE1P84wuufu8JSKQvkPvBVd4GHlNKaGNi9TLLU2A8WnAp,#lhkrdxycw #fefb #mywedk #pgmaeoq,22:15,Monday,,351014.0,109.0,5849.0,9014.0,3752.0,792.0,486722.0,1.0,,0.9162,71.0
J5XepedUEb,9cBTSg,Twitter,Story,DSlDUxLracUvqzbp7Qasnu2WHQOntTijCwVLMPnV312aJMkIs4mJ7W2IZ6Q7c2EJmKpX3fSPqwjwQOgNcLSe8tJnzmB5qOZxD8,#ubtzzeqwz,14:10,Wednesday,London,560094.0,4504.0,26276.0,5549.0,2424.0,1893.0,808964.0,1.0,644.69,0.0099,94.0
k70AwYlyq3,RKfjgb,Twitter,Poll,,#izocowyz #spvqfzh #sru #tcliu,04:37,Tuesday,Sydney,870692.0,900.0,21086.0,5759.0,3004.0,,74692.0,0.0,,0.8926,45.0
4mak5rtXuQ,ghzt2c,LinkedIn,Story,CQLEpNPXvi8b0prnuKpJxfbDtJy5lyGwqrs,#ikfrv,03:41,,Toronto,49660.0,1929.0,,8551.0,3312.0,925.0,789250.0,1.0,557.47,0.2407,44.0
mWVhure6Cm,iiD1mw,Instagram,Video,YWwp0Dei6gaxAJ5y3ITinwV5p1Qn0lHZ2RapZa6tmYB8AVon6olqb6,#rrdmxezuw #vgeysdop #vxvbaquo #hvewoiitdz,21:05,Monday,Toronto,527199.0,1187.0,44079.0,6943.0,1464.0,1477.0,77474.0,1.0,76.5,0.6441,6.0
TkuzHtRhJc,rNlfVa,Facebook,Image,OhHsJqDca4BQZ2NcjiLadUylFgeR9p4X654pPgcaAZYqLB,#nlx #reoset #kckfpk #crfya #xnmnc,04:14,Friday,Mumbai,621402.0,2354.0,41338.0,9292.0,666.0,1507.0,66236.0,1.0,881.31,0.4127,54.0
UlPE3dmt3l,5KQpl7,Facebook,Poll,Ap86UXvffN5jZR1Flek35nSo6y2XRsdMZWzDrjARBZAFj7CJW2iIusztIDZ9V4IkE4Ou4UpTXnRORpBlWKFdCwrLx75EZZ,#puvdjb #ffhpqfyi #bfb,13:02,Tuesday,New York,248395.0,1288.0,14476.0,,4580.0,986.0,356444.0,1.0,510.51,0.529,
yB8nMIzRAy,ozDsLv,LinkedIn,Video,6O0V3hw7E7yfQyXg9wvLVKM7eop5TSYCfhGnrgORYROWktKxdJnoHLa1iiaV3K4OajHYCAaosl6dmrgoCLLuiiaXzDZRm,#wxxb #kfzngr #szeser #nndgsctlu #dpdqli,,Tuesday,Paris,740186.0,4891.0,41861.0,,598.0,814.0,393896.0,1.0,570.75,0.8835,
rrm8Aoxl3L,,TikTok,Image,,#axzemmiez,09:33,Wednesday,,829196.0,85.0,45508.0,7714.0,486.0,227.0,343077.0,0.0,202.09,0.9669,78.0
2pUUqu2cZU,C0U8eS,TikTok,Poll,gzTZkoCOI8x4HW6fQ4PgpiSWfLBfPLimXnyPgbrGsPnwmQ2nKCY4kEQXuRaWtPGx6hZbLAWRkHZG4JaTm2GF9m25vBMfywxjI,#fmlvrjr #nahvlrkaw #qxydsydwqa #ckjff,11:22,Monday,New York,100040.0,1236.0,23062.0,,2716.0,1870.0,153628.0,0.0,176.8,0.644,14.0
igfZgAxl9h,HYI9dn,Instagram,Text,0ydOMvyqqcX9FFW6WcC5yRYp8GX4zwEE5hpnrkJ6dR6QpPhRQntARkckbL91DT1XcXV6U2r2x6ZdeFp7PBlkgYpEKlJCaPSL,#ffhn #wslwld #jhulodya,,,Tokyo,723683.0,3868.0,30208.0,7089.0,,1988.0,86134.0,1.0,575.4,0.9956,16.0
b1H2WSPuqN,5wHxXY,LinkedIn,Poll,fVm5bqznjfN6DUIOrEHhtotnh6Q0XaxCa8NnpbyfCHZC83q9dVha6P,#frgemgl #juhxlxyf #akq,01:29,Friday,,147070.0,,,7120.0,47.0,,555307.0,1.0,237.09,0.4364,
kjKjGH3p4x,eWGC6J,Instagram,Story,6eQsJysOjxaYmCyb09vRTteBztLEEt9nlroHwdsK9,#fajq #fpcjfecihx #qyqttmy #jmqxtnprs #gzyamnoy,06:36,Thursday,Sydney,162512.0,3950.0,14435.0,5965.0,,1332.0,77679.0,0.0,777.14,0.8132,86.0
GKefMsW8MP,Jqtb2Y,,Image,poadR9ZAQZ1zbEUYnBuwoI4hWSB2u1e9ZCdRZut,#swnwcgrtda #zlo #fzbisx,18:12,Tuesday,Toronto,937040.0,923.0,,7735.0,859.0,1649.0,260422.0,0.0,246.08,0.6949,72.0
,YT9sbE,LinkedIn,Image,sk4g2jssp8AcA2zxBLVqnKZrvWei94Kuw66wd2Vit7voi2gGyoOsXB2XN1fs5sopyQc0qgdEKtDLNPEYQY952vfjpqn3,#wkxqqwskbg,20:51,Saturday,London,21176.0,4810.0,29867.0,4086.0,2077.0,243.0,68613.0,0.0,661.36,0.2746,79.0
6jQKtaYOHJ,AXHXbz,Instagram,Poll,cYQeXM12MAC8mH849hZOesHvPmeAEmKCrxPKITnvVTgEE3lsq9C1KJD3WkhyWKQNJsK2o6eY9,#dosmpossvb,21:41,Sunday,Toronto,361144.0,2511.0,6846.0,7262.0,3984.0,1701.0,370389.0,0.0,120.23,0.2536,41.0
AaQKTXNUh7,byZCeV,Instagram,Image,2BxmPytA64HN7uuTJhtC2I,#tcg #oorywg #gfqfnkw,15:56,Sunday,Tokyo,582985.0,,37482.0,135.0,3430.0,373.0,589389.0,0.0,,0.815,83.0
,qxZmkA,Twitter,Video,mF00cCqLr3wn5Cz6gqUPCX,#umqrw #clanqv #pqjmitnmt #cfb,08:17,Thursday,New York,270523.0,2199.0,45049.0,8440.0,1394.0,571.0,899815.0,0.0,253.21,0.2977,8.0
CBbojczWGO,G8hMKp,Twitter,Text,ef8RHsHrgHfF0mJniWDGatzzaZOBQNmG5AY64AudnIFmGT50w5lHeARcKnnAIORUUlkde,#olmkfzkup #obxamem #scdqeunw,23:18,Saturday,Paris,606622.0,2826.0,46267.0,2874.0,298.0,1758.0,500252.0,0.0,680.91,0.3161,96.0
CbfVMzzaaj,wpE4Ks,Twitter,Story,PonrXZJMg06fCNGadYJg6kllMyfW1hlzfWyKVaXMLCveV,#uuyu #kljlgrv,23:50,Thursday,Tokyo,508980.0,,45525.0,,2391.0,1324.0,373055.0,1.0,389.26,0.3446,72.0
nbYRmRLBlT,JgLoIB,LinkedIn,Poll,5x5s8fMxUfprLmE4C7xN0h1wYch6vbe,#tmhqltr #vnwnwk,12:55,Friday,Paris,160465.0,643.0,,38.0,875.0,110.0,846805.0,0.0,838.47,0.8272,26.0
XTUsjFqpfo,EinVsI,TikTok,Image,QENVIimloEG2sYh2G74eM6z8JqFaRUONZdIoLVGFdFtQ7gXDopvqyW2aZGszaDFLJ4alydcLfBbO4F,,16:37,Monday,New York,801938.0,550.0,26160.0,,1961.0,353.0,120781.0,0.0,28.48,0.8221,81.0
4zBHq9FLm0,2kDOR5,Instagram,Video,BCnengJqE6EoTnHzARMJ4HZjK4oN4cE,#rxrpzss #tknmnlueot #ekbdxuzki,,Tuesday,Toronto,828576.0,628.0,22927.0,3364.0,3321.0,1431.0,864125.0,,974.58,0.46,23.0
zqeUuz063B,vGrnsh,Facebook,Text,,#ocuhyfbd,05:33,Monday,Toronto,764024.0,693.0,16798.0,6841.0,3096.0,769.0,465668.0,0.0,,0.8983,98.0
E2EmBiWHxW,PReBIk,Facebook,Image,TffRgIEnaiHwlJO7msATsq1sBGlnJ2tUb,#fntf,02:06,Thursday,Toronto,496090.0,372.0,29577.0,3727.0,3268.0,1793.0,218814.0,1.0,298.28,0.0676,72.0
HwCjIvayrZ,06IbKD,LinkedIn,,z1PffS4wmHsGMHxt5b2E69axPEkHh,#zqwwc #rwuqny,12:38,Tuesday,,917142.0,196.0,39154.0,5843.0,3040.0,914.0,202345.0,1.0,,,
766gJRBken,riCvlg,Instagram,Image,Q6VGHg3LgPWS5n4QvL22pw7pNIeJjzdH5pPUr6wHzdoAkh9kx59,#euncff #xqbpizai #dsks #dqtawk,,Wednesday,Sydney,533097.0,1581.0,45565.0,3982.0,2785.0,90.0,789203.0,0.0,29.16,0.6869,13.0
Ou3O3tYumW,OQ6jm4,LinkedIn,Image,8tDa8vgNvTIAnkQNvBDVXOYajUa,#diygbdw #zyu,21:51,Thursday,London,257329.0,2213.0,4300.0,2470.0,229.0,1292.0,665958.0,0.0,238.35,0.5572,43.0
UR6Dro7ojw,0fh3d3,Instagram,Video,,#pybk #jmujgh #okxbkrz #mmro #lsymj,22:30,Wednesday,Mumbai,807625.0,1759.0,37314.0,8999.0,1303.0,,272791.0,0.0,426.51,0.776,90.0
,74aLFG,,Image,6BtsKPtjWVEj71IbA0nuSDcXsN,#rnxh #infuwpxj #pqikpubm,02:47,Tuesday,Tokyo,51300.0,3486.0,17621.0,545.0,4475.0,1716.0,418299.0,0.0,129.52,0.5827,37.0
,zNqQQn,Facebook,Story,KiZQtXpfRqrpExjvWuMgnVH1gaWDPPn0qn0PHj4ceZBImAYHSttCAg4SLjpFKCoUTWgM0OCTQNtspYJcq,#exzdmcwa #pskk #fve #agg,03:47,Sunday,New York,254228.0,243.0,,5659.0,1584.0,1383.0,,1.0,565.83,0.4943,
QnC3D1k8uR,4Q4ppT,Twitter,Video,jo8DXSpanNjwUOu8poWT9oOQ2X6Tw2jHZT9X8arPvnKdSkMZbtriYMqgzsUS8CnPJwryJG2SzLEKX6,#cbyq,09:11,Monday,Paris,348500.0,,4802.0,2448.0,4785.0,1611.0,297655.0,1.0,49.83,0.7778,18.0
kSgqyysmmN,,Facebook,Video,IDCxX8oS06lbQdd1W9Qc1hESYeO537SNgaTshX3fRQ4Dy95,#tmyfcm,15:34,Wednesday,Toronto,187861.0,2767.0,5356.0,2774.0,275.0,1824.0,678132.0,0.0,564.08,0.6581,66.0
hhvR9QXbvM,jSFh4S,Twitter,Story,ziAaQ3xkrbsuyRP1y0a6qd,#zrjmmp #rvcki #oipacdovt #nafrnphr #wodnfhtrpi,23:20,Monday,Sydney,335010.0,1870.0,8920.0,5667.0,1704.0,1892.0,804541.0,1.0,708.31,0.3439,83.0
u1NEFknXea,ggtYmn,LinkedIn,Poll,wkdbxPvWph1lGheNoIWiWPaGqLVfr54suOwiXPLwyeGr8Kg0Ko3OrZduDf7fQx9kdIpz,#anitogag #cppfsklj,04:00,Tuesday,Berlin,101373.0,4614.0,48750.0,,155.0,,267312.0,0.0,513.46,0.9064,34.0
8ZMoP8RlIC,UOw1R9,LinkedIn,Text,yPmtWgQcQfYbxc1Ca7WFpynGdM3YJj612TtqEKd8o8CRKFBgiLIPt6o66nG0jjkBwm6IGmVLLpG2xFi,#xgzm,02:32,Saturday,Toronto,761224.0,4596.0,7863.0,8036.0,3847.0,130.0,997794.0,1.0,894.64,0.1195,24.0
f1Ff327CPP,mqJNfu,Facebook,Story,P4S0O2fkGuDN9GCE1Pf9B8ly4lcCGbFIdYGYfiklvcrgYwzf60tig7JDEqmunau3uOetjhzpVjPTAgVfHJMRdl1,#rgpl #fpwbvflh #sjbk #ntaljlworo,16:26,Monday,Mumbai,461641.0,1381.0,13236.0,1525.0,597.0,1061.0,650218.0,1.0,584.09,0.9155,45.0
yjmBg1f12A,cLii8I,TikTok,Story,,#phccybuxq #tgodaldyu #mjgvner,00:13,Wednesday,,,2204.0,23564.0,8253.0,,1122.0,742374.0,0.0,746.8,0.9658,97.0
dyBd8er0NT,zN3BGd,Instagram,Text,lA5sMUb1pTT2dBtOT9GhMRNHfSYa7KBTSZtFM90VTRdvfKtZ7oWF3ARcNO42CEf6,#qreswn #kyzade #btqfr #ntedjpjw,16:51,Thursday,,348230.0,2380.0,33562.0,5973.0,247.0,302.0,188865.0,0.0,885.22,0.9818,51.0
FhTgJ4zK0J,o9Rd4S,Instagram,Story,SQiTNJ1Nql8cxSl5qmCrKjpYK4bdnNUoCpZDYuiGrQ0aVDEyFpO5qn3FCAzMkF08uw2BuVsmkvnsia7qJRNI2JCQLaapfnjMAS,#cvlzt,,Wednesday,Paris,795586.0,4650.0,17186.0,4292.0,1525.0,1845.0,381802.0,0.0,755.85,,87.0
4M8eGMHoaz,h7APAj,LinkedIn,Story,RVq7xQW3Ygdmoh0lkYpk0uQnC5bUkIltEDw3iFWKsJR6Aoe15Nu29WHB5GGCgs,#ywhuh #upulfovfv,18:11,Wednesday,New York,258171.0,2225.0,27627.0,2435.0,,41.0,683719.0,1.0,848.16,0.3092,82.0
QMJ31TcZVR,lVHqqS,Twitter,Story,UTJyRGvxtXfQzkOA6rC84BlXFopz44UYDAB3UO,#xebmtjgaxy #lwkqxufdy #kzyxrdbm #hwuazdhw #cwymzu,17:15,Sunday,London,699557.0,2783.0,19315.0,2836.0,4608.0,443.0,466910.0,1.0,954.96,0.8326,78.0
QL1xxKdd2A,,TikTok,Poll,83Y5aiQQUrLOk0hlyuVTRkQbJkfgCO12du2MQPJfNyqLEdCJCJSOKdrQjZJipuP,#fedvkb #azvoaj,03:13,Tuesday,,330544.0,2215.0,38066.0,2411.0,4700.0,1878.0,716112.0,1.0,320.07,,
woy9IKLmnl,HxsRY9,Twitter,Image,dnN2El4dWuENztnXGHCsMvgiueZek1cPXNEC1PpIZ649Xx93bkI6OGwNt,#xronkcnc #cbg #edyhqjvvw #yswjqfetld #wjanuh,07:45,Sunday,Sydney,287062.0,2759.0,16898.0,4750.0,1731.0,625.0,551939.0,0.0,720.46,0.6434,23.0
tEZM2cW2iu,f2OuiN,Twitter,Story,WSkn1Oh6fR8blerP0OIeFQnXzQXOChk4NY0fCdUmkoNRS4TCcwuPcKS7DqX0bxsWna,#sop #fqrhv #esbnwjpj #jwyas #vvtljsud,17:05,Monday,Berlin,411092.0,2628.0,21432.0,1385.0,2235.0,1399.0,310920.0,0.0,769.52,0.2469,91.0
TPyWaXS7P7,hEsHLW,TikTok,Story,9ogilzkDPKcpELQgZbltoq3KNlVfsZsij4zwGSvc7Erl5zNnFklPqpggVqgLAOWUEl3oGurPB3Uw99xZulG,#ngeogbrhi #qxdeyhzs #lhbhuleg,02:45,Thursday,Sydney,777540.0,1121.0,44902.0,7844.0,3487.0,611.0,423278.0,0.0,626.39,0.7389,16.0
eQl767Arfz,Hf8NDa,,,qPnucmmvL5u3NVatKI5eDMLddCCUJHcIBtNphiXG04GMnArB8Y3fzluiFXPDUX8OPsTZLpN8LGz9g0BnB6aorYkH1OpB7kN,,16:12,Wednesday,New York,923991.0,4357.0,47881.0,,2342.0,1018.0,,1.0,728.37,0.4034,86.0
GTVvi1DEAB,WpIQaN,Facebook,Poll,sSdl4pFXRSd4p70WdVI6F9hnMNo1,#mwhbmes,06:52,Saturday,Berlin,749758.0,4753.0,,9143.0,2415.0,485.0,,0.0,279.39,0.7527,19.0
C8uCK0oel4,q3a7ct,LinkedIn,Video,,,04:38,Wednesday,London,258539.0,2175.0,36512.0,661.0,4447.0,1033.0,446521.0,0.0,769.96,0.0346,30.0
PGz4bhirBs,j3gtiL,Instagram,Video,LaKHHyJFROaEwE6ZJs1f6wvvELyrXjzSMTp5fA79hnhewCr6cFD8xwOAHPFZzIVPpKaz2eQU6zjqKb55MXk,#gyegrf #wjdwiyp #ktp #xwvup #prqtuif,16:53,Friday,London,997845.0,366.0,3965.0,632.0,595.0,190.0,751854.0,0.0,284.88,0.0094,21.0
rdyI4Sg2M6,2ENFOy,Instagram,Poll,2y4MNqFZSa1BiqlBzb4E2VNR172MInWhAclMPCu2ezRkTU5fbKTma3k2P6g0dpkXayDqPO5z,#kxn #yoa #yujnk,04:23,Tuesday,London,,667.0,11865.0,4530.0,3459.0,,148289.0,0.0,,0.6076,10.0
OMzWdAWA9b,RO64u7,TikTok,Video,hb6Tdsc9Y8Hn8NLKHh1O8AAEgUdibgYeh3YfnA1UrJtdlNL48unfXi4OOj1ZoWYr2apRYyMhl9TVGJCI0,#mnlundc #ptjcwixgr #haasm #wqhneeqwwq,10:15,Thursday,Tokyo,526397.0,4584.0,21981.0,688.0,2623.0,759.0,777855.0,0.0,,0.2606,49.0
98FcLFNBs6,27MPzv,,Image,qJ7NJx881LVBZBeYpRRZIG44RqMODszH3Ql0RyUIulgUNFsJzh,#mqewqatffl,19:50,Wednesday,Toronto,,4699.0,20753.0,7695.0,3144.0,1953.0,834090.0,0.0,619.9,0.2494,
5FU2WFFyat,C8XcuW,Facebook,Story,US5hij3WHADw9OfoYmJDqab3,#vmkcyqckhm #jayhczsum #rrhwbhb #fnxmufwglm,09:03,Thursday,London,888092.0,1657.0,43167.0,9675.0,860.0,170.0,834864.0,1.0,532.16,0.3403,47.0
RZzpDSRLUM,2MyzKc,Twitter,Poll,ZlKJuUDXJIoxuJ1zwtKi7UsYwKPF4bwrrcDmwOybpkk4piyxiclfo1FpFNw4lQRi0E,#xteqezwf,21:15,Friday,Berlin,,,213.0,972.0,1744.0,316.0,942000.0,1.0,892.82,0.6127,5.0
v3a4A25DrF,D7W6FI,LinkedIn,Video,6vm1M7tkrxc8bJAVdHJfR5zz98FbB,#nhng #jmfdmo #bba #ovyxiudo #kpzbecefs,19:13,,Mumbai,,3730.0,45730.0,4721.0,4384.0,1813.0,35367.0,0.0,,0.9528,36.0
Gyn9Msfqtg,3yLAuC,LinkedIn,Story,nWIFPJ0HvKsaVOIXmY7bE,,11:25,Friday,New York,933624.0,160.0,13791.0,8950.0,262.0,1165.0,,0.0,608.94,0.6174,57.0
rDK8fs0g9t,,LinkedIn,Video,LMZaTBEWJakymwZX1Rve1TlfERqLmWtshJvjhC9gBJydP6E9YX71QRMazo1Eqhg79Ueuvu7,#arw #yhjdzrvf #dlrwxionxh #mizhvce #mhdmt,02:28,Wednesday,Berlin,58635.0,,40482.0,2189.0,3627.0,734.0,417554.0,0.0,495.88,0.7855,75.0
XiglDfg3c5,UxkPaf,Facebook,Poll,04hOAa0dQnlip4gAevcX4CCt3FXOlHb8GMzYgjU6O18ghU1tx5wnwRyLVHevwdFmpCQBwe4YhXbqRf8eSSJoBcPIvEUAXtj2lSL7,#vmkeva #auiwv #gsyvbkm,00:17,Sunday,New York,562461.0,3125.0,34494.0,268.0,3024.0,663.0,,0.0,137.84,0.498,4.0
p6srkGvPP4,sFRHXA,Twitter,Poll,WoULZ1z0gnnyEqRQKuL7iwJpD9Pc5MeS84NSjO,#miajyncq #ypwupw,22:15,Friday,Sydney,547230.0,2229.0,2476.0,7167.0,1276.0,,211985.0,1.0,896.39,,
YSZFav5QiQ,GqD5Pd,Instagram,Poll,X0Ekn21PFQ92wrEoIkB9xTv69IDLI78T2zaD4gl0HLkb5R1kKn,#jqyb #aqqa #dqqchtjgxh #sox,14:08,Sunday,New York,,3906.0,45515.0,4548.0,3026.0,909.0,376217.0,1.0,,0.5937,88.0
twOXQDpQ07,1TWI2C,TikTok,Story,XHnk3rliYynQ0sA1CmcKpTXqvWRtC03byVwAfI6PQPEVv6OJKFDvwi9c5l9Zq9f6ybbcALp1uBh5Xw0a7Kg674,#euworp #dhupiwmkkv #hcn,20:57,Friday,Paris,30956.0,717.0,47841.0,4272.0,1469.0,229.0,857855.0,0.0,360.53,0.5542,32.0
yYeh02XSHR,G49yVD,LinkedIn,Story,B9j8wVp8n9r1zi0dmBZB53GHQJ8Ii5kLiKklYtw09SYLCDETlW1lue1qg9JCHDi7R1K3v16n,#slndvgn #safuocj #hpi #xym #mpy,17:58,Sunday,Toronto,520186.0,2651.0,8412.0,2884.0,1199.0,300.0,52219.0,1.0,108.22,0.7361,32.0
8V11yn9iUZ,kaP6qM,Facebook,Story,CsOFdreQ0v9fvwefEvTcM8uC4ArZ3yiBZyU1EidwBfjh2jYvUJTmTysxm8AShXLbEErBOa9WP7s53K7G2EX5pcF7,#hram #iptcazpqs #fzen #hpgxagealk,04:52,Friday,Sydney,,1652.0,4174.0,5900.0,3559.0,474.0,933099.0,,,0.4529,68.0
,Oo3hYe,TikTok,Text,Il3VrEYuDRRm0TaDJ1t0CF7TYN,#xjgfjdpfq #tuwwcxxhzk #xtbjldoktz #ggcj,07:23,Thursday,Sydney,21730.0,4614.0,,9476.0,1835.0,848.0,30023.0,0.0,61.53,0.0874,56.0
K3u0V55tmn,XdyNcZ,Twitter,Image,54QaUO2dJbtIH2DLhpIDzxqVnW4b1UjIWaphoSwtXdApZEJpEeOrR32ZYfRA8N2ZX8pUdqb,#oxuuvedl #lunwu #ixgkiddjkn,00:00,Saturday,New York,100867.0,3608.0,19573.0,,4541.0,1747.0,34606.0,1.0,947.66,0.2558,95.0
YPStBort8C,vLNPTF,Instagram,Image,ydNKWLhUFSMhGAN6SosspOBtdXDkjLsWw6TD1oClSPTZ1AXPq7,#sdpdo,03:06,Wednesday,New York,619076.0,2823.0,5321.0,,4493.0,1256.0,635010.0,1.0,306.29,0.2293,48.0
ZlE68vK0cC,fqOx7P,Instagram,,wDhsmSb3j1to6Wqwoo3tGE00f2x7QuWKzh4y4AuHv5yBzZKycg0rWaivemIZYKqfF6t,#tfqdzpsff,04:29,,Paris,76100.0,2985.0,23371.0,7235.0,3231.0,164.0,104515.0,1.0,825.94,0.8525,78.0
Vbzw6dFVQl,uuiAAT,,Poll,p8K1NgyvZxBxIa2NR5fljwaeiMrmWqzEXcu1wmAdYWfAQlDjWIFFND6nGHF,#lyhazjz #lmqb #mcflhgiuqn #xwtb,17:33,Thursday,Mumbai,983070.0,2221.0,11686.0,485.0,665.0,1421.0,426515.0,1.0,231.47,0.1889,91.0
zh1AfJ4lsS,B7X3Cr,Facebook,Video,IyAAnj5bm02BJOSXNcmmYvFNm7kGyBmTKf8SzVV1ys23ioCbEvn7KUBaky3VVpLcFFK,#vwt #jxrt #qcurr #mjewg #lbjdqsffml,16:05,Saturday,,505861.0,4509.0,24317.0,6357.0,3323.0,,364922.0,0.0,,0.8214,98.0
WVpUM10IrK,2nvh5V,Instagram,Image,,#estntggz #ydge #zgk,01:40,Monday,Mumbai,899329.0,4308.0,,5442.0,,371.0,230874.0,1.0,158.5,0.348,50.0
Q8tMS74PUR,4eDoLX,Facebook,Image,xcKmhm0pl2jdKOp7EGmYS9I,#jakbsy #dnjtkpsjds,20:41,Sunday,Tokyo,185916.0,2047.0,3091.0,4699.0,4640.0,556.0,59061.0,0.0,121.36,0.3626,92.0
tj88LOEusb,qFy12q,LinkedIn,Story,XlphXQAd91VkBnYF5Kmh9aE1zK7WSysE1wp5YuNzqLB332vCET8OOLSdNp1J,#rxluqemp #qbadp,14:46,Wednesday,London,,2630.0,24574.0,5224.0,1522.0,57.0,146193.0,1.0,642.15,,48.0
BlWh3gJKQ7,FlhYbX,LinkedIn,Story,oJYa3HkvPL2bigo8HvyS3JpWGOZfBZ76kh4F3U3BEFrBxb3FNlk5MCra72Oh4hEr9l4m714SaU0c,#xsb #bito,18:54,Sunday,,724032.0,4855.0,27051.0,6491.0,654.0,1735.0,304990.0,0.0,830.04,0.5483,10.0
DQo23R9CuH,k5zlVt,LinkedIn,Poll,l3PT2eUB1HwxV3eCjEhfkDKWJknUYNjQDzi,#xxfijns #iygzq #scjcxr #pvuxfb #ubaqke,18:16,Tuesday,London,,4694.0,16123.0,3497.0,4385.0,1115.0,385180.0,1.0,933.04,0.7569,26.0
plLmgx9yd3,aCmkHs,LinkedIn,Video,SGAsnCan9x4ajCxeu1isQ5T6ac3pheVNSZduZ1o6YrpnpD6sndQQoYiU0A2QnELl4WxvsdcTLhWtxnDVonYkjjUOy,#skzthgn #qqisrqb #baxabnsgrk,15:18,Saturday,Berlin,434775.0,2622.0,45800.0,,4577.0,1879.0,2735.0,0.0,299.7,0.7439,
uxLePxahbD,pdihav,Facebook,Poll,pGZIl9Gebi9m5cwavCTU11DlInx2O0F6ToIQOffCzHOTVxHc4jgucDCpJAQMk6f9qgoX9JPwdYOPyF59,#wubrgz #edyywsjwcg #zrszasbi,08:50,Sunday,Mumbai,603313.0,1711.0,18041.0,4883.0,2902.0,613.0,915790.0,1.0,637.16,0.2694,39.0
sDVsYHWGOI,CodJJV,Facebook,Video,BAXc2m8U37vg7vT0mcl1cM3fBwMrc2MYMHPQEA3UVdzUO67HObtWZtIYWnDX1P4mJUf6k2Yvvv0wspURHejX1v2NoSrqB,#mls #lmoccvzhw #yrvtnd,12:30,,Berlin,773944.0,3500.0,16136.0,5887.0,1605.0,49.0,99189.0,0.0,161.84,0.9078,1.0
tV6A5hkNJH,0dg77E,Facebook,Video,sIbu4PciFuyxromkg28jzHMw2M2meTvMVI,#grijep #rwyo #rzypkzx,01:46,Saturday,Tokyo,289040.0,4871.0,23194.0,7286.0,1690.0,,219794.0,0.0,493.26,0.2894,53.0
juul9nrVxT,,Twitter,Poll,U4oLdN9U8x3ikECAY1WqoDxxXZkNS4DE35Bhf9tFkWiRfesVADy63Z7bxe6T,#vsjkrpfat #enyazcrqd #nellqcipp #zpqsbs,03:19,Thursday,,528358.0,2188.0,22947.0,6683.0,2271.0,1700.0,264357.0,1.0,40.44,0.6532,
cXC93VDBKI,TSak4F,Facebook,Poll,GV6OzPPDQLRrocxBJoD6YGHJZim1iG4Rn7ApRrqNubdMTC,#zdotnlua #bijxnqsd #gzbtsrmltr,01:00,Friday,New York,860778.0,498.0,4339.0,5592.0,3996.0,1791.0,588266.0,0.0,848.37,0.4973,89.0
yvker9btbG,tGwfYt,Facebook,Story,GWspyrTvKRjQLz5xKfVzfVn8Juk0sdWDBbk3fAOQ1Uz0lGyX7OzsrC7qe7xWte6AKQrt9I5qKDmySNotH,#kqzvxxd #wjqo #adtc #woylrw,12:35,,Berlin,187073.0,69.0,19669.0,1907.0,2388.0,1050.0,145830.0,,842.62,0.2004,6.0
